 "id","13","0","5","14","12"
"BallLightningInfoLong","(内鬼阵营):\n球状闪电无法进行常规击杀。球状闪电对目标使用击杀按键后，目标会在设定时间后汽化为量子幽灵，所有人都可以看到量子幽灵的名字旁有「■」作为提示。若期间有非球状闪电且非量子幽灵的玩家接触量子幽灵，量子幽灵会立刻量子化而死亡。若量子幽灵存活到会议则会在会议结束后死亡。任何对量子幽灵的主动互动（击杀按键）均无效。根据房主设定，击杀球状闪电可能导致凶手汽化为量子幽灵。","(Impostors):\nThe Lightning cannot do regular kills. After the Lightning uses their kill button on the target, the target will vaporize into a quantum ghost after a set time, and everyone can see the 「■」 next to the name of the quantum ghost as a reminder. If there is non-spherical lightning and a player who is not a quantum ghost touches the quantum ghost, the quantum ghost will be quantized immediately and die. If the quantum ghost survives until a meeting, they will die after the meeting ends. During this time, any active interaction (kill button) with the quantum ghost has no effect. According to the host's settings, killing the Lightning may cause the killer to vaporize into a quantum ghost.","(Предатель):\nМолния не может совершать обычные убийства. После того, как он использует кнопку ''Убить'' на цели, то цель превратится в квантового призрака через установленное время. Все игроки увидят 「■」 рядом с именем квантового призрака. Если Молния и любой игрок свяжется с квантовым призраком в течение периода, квантовый призрак будет немедленно убит. Если квантовый призрак доживет до встречи, он умрет сразу же после встречи. Любое активное взаимодействие (кнопка ''Убить'') с квантовым призраком недопустимо. В зависимости от настроек, Молния может заставить убийцу превратить в квантового призрака","(偽裝者陣營):\n球狀閃電無法正常殺人，當球狀閃電對目標使用殺人鍵時，目標將會在一段時間後汽化為量子幽靈，所有人都可以看到量子幽靈的名字旁有「■」作為提示。\n若目標在量子幽靈狀態下接觸了非球狀閃電或非量子幽靈的玩家，量子幽靈會立刻量子化而死，如果量子幽靈存活到會議中，那麼它將會在會議結束後立刻量子化而死。\n根據房主設定，殺死球狀閃電的玩家可能會變成量子幽靈。","(内鬼阵营):\n球状闪电无法进行常规击杀。球状闪电对目标使用击杀按键后，目标会在设定时间后汽化为量子幽灵，所有人都可以看到量子幽灵的名字旁有「■」作为提示。若期间有非球状闪电且非量子幽灵的玩家接触量子幽灵，量子幽灵会立刻量子化而死亡。若量子幽灵存活到会议则会在会议结束后死亡。任何对量子幽灵的主动互动（击杀按键）均无效。根据房主设定，击杀球状闪电可能导致凶手汽化为量子幽灵。"
"GreedierInfoLong","(内鬼阵营):\n贪婪者奇数次和偶数次的击杀，会拥有不同的击杀冷却。每次开会都会重置贪婪者的击杀冷却，贪婪者的第一次击杀永远是奇数击杀。","(Impostors):\nGreedy kills with odd and even kills will have different kill cooldowns. Greedy's kill cooldown is reset every meeting, and Greedy's first kill is always an odd kill.","(Предатель):\nЧетные и нечетные убийства будут иметь разный откат убийства. Время отката убийства сбрасывается каждую встерчу, первое убийство всегда считается нечетным убийством.","(偽裝者陣營):\n貪婪者的殺人冷卻會隨著他殺的人數而不同(奇或是偶)，每次開會都會重置貪婪者的殺人冷卻，貪婪者的第一次殺人的數量永遠是奇數。","(内鬼阵营):\n贪婪者奇数次和偶数次的击杀，会拥有不同的击杀冷却。每次开会都会重置贪婪者的击杀冷却，贪婪者的第一次击杀永远是奇数击杀。"
"CursedWolfInfoLong","(内鬼阵营):\n当呪狼即将被击杀时，呪狼会将凶手诅咒致死。（可以反击的次数根据房主设定）","(Impostors):\nWhen the Cursed Wolf is about to be killed, the Cursed Wolf will curse the killer to death. (The max of times you can counterattack is set by the host)","(Предатель):\nКогда Проклятого Волка попытаются убить, Проклятый Волк прокляст убийцу до смерти. (Количество контратаки настраивается Хостом.)","(偽裝者陣營):\n如果有人嘗試殺死被詛咒的狼，那麼被詛咒的狼將會反殺嘗試殺他的人。(反擊次數依據房主設定)\n請注意: 如果警長嘗試執法被詛咒的狼，被詛咒的狼的技能同樣生效。","(内鬼阵营):\n当呪狼即将被击杀时，呪狼会将凶手诅咒致死。（可以反击的次数根据房主设定）"
"ImperiusCurseInfoLong","(内鬼阵营):\n夺魂者完成变形后可以与变形目标交换位置。（若目标处于非正常状态例如死亡、被吞、管道内等则无事发生）","(Impostors):\nSoul Catcher can swap places with the shapeshift target after shapeshifting. (If the target is in an abnormal state such as dead, swallowed by pelican, venting, etc., then nothing will happen)","(Предатель):\nПосле того, как Имитатор завершит Морф, он может поменяться позициями с целью которую он выбрал.(Если цель находится в ненормальном состоянии, таком как: смерть, проглатывание, нахождение в вентиляции и т.д. то ничего не произойдет).","(偽裝者陣營):\n當換魂師變形可以跟他的變形目標交換位置。\n請注意: 如果目標處於非正常狀態，例如: 處於管道內、已經被殺、被鵜鶘活吞等則換魂師技能不會生效。","(内鬼阵营):\n夺魂者完成变形后可以与变形目标交换位置。（若目标处于非正常状态例如死亡、被吞、管道内等则无事发生）"
"QuickShooterInfoLong","(内鬼阵营):\n当击杀冷却结束时，快枪手可以通过变形重置击杀冷却并储存一颗子弹（储存成功时快枪手身上会出现仅自己可见的护盾破碎动画作为提示）。快枪手完成击杀后可以用子弹抵消击杀冷却，直到子弹耗尽。每次会议开始快枪手只能保留一定数量的子弹（数量根据房主设定）。","(Impostors):\nWhen the kill cooldown is over, the Quick Shooter can reset the kill cooldown by shapeshift and store a bullet (when the storage is successful, a shield-animation visible only to himself will appear on their body as a reminder). After a Quick Shooter completes a kill, he can offset the kill cooldown with bullets until he runs out. At the beginning of each meeting, the Quick Shooter can only keep a certain number of bullets (the number is set by the host).","(Предатель):\nКогда откат убийства истекло, быстрый стрелок может сбросить откат убийства морфом и сохранив пулю (когда хранение прошло успешно, на нём появится анимация разрушения щита, видимая только ему самому). После того, как Стрелок совершит убийство, он может компенсировать время отката убийства пулями, пока у него не закончатся пули. В начале каждой встречи  Стрелок может оставить только определенное количество патронов (количество устанавливается Хостом).","(偽裝者陣營):\n當快槍手的殺人冷卻結束時，快槍手可以通過變形儲存一顆子彈(儲存成功時快槍手身上會出現盾牌破碎的效果作為提示)，儲存後殺人冷卻將會重置，當快槍手下一次殺人時，子彈將會抵銷掉殺人冷卻，直到子彈耗盡。\n請注意: 快槍手每次開會時只能保留一定數量的子彈。(數量根據房主設定)","(内鬼阵营):\n当击杀冷却结束时，快枪手可以通过变形重置击杀冷却并储存一颗子弹（储存成功时快枪手身上会出现仅自己可见的护盾破碎动画作为提示）。快枪手完成击杀后可以用子弹抵消击杀冷却，直到子弹耗尽。每次会议开始快枪手只能保留一定数量的子弹（数量根据房主设定）。"
"CamouflagerInfoLong","(内鬼阵营):\n隐蔽者变形后会让所有人变成小黑人，这个状态下所有人都看起来得一模一样。隐蔽者恢复变形后技能失效。请注意：通讯破坏小黑人与隐蔽者的技能可以叠加。请注意：隐蔽者发动技能期间召开会议则技能失效。","(Impostors):\nWhen Camouflager uses Shapeshift, all players start to look exactly the same. This state ends when Camouflager reverts its shape-shifting. Note: the skills of communication sabotage camouflage and skills of Camouflager can be superimposed.\nSkill will be invalid if a meeting is held during the skill activation of the Camouflager","(Предатель):\nКогда Камуфляжер использует Морф, все игроки начинают выглядеть одинаково. Это состояние заканчивается, когда у Камуфляжерера заканчивается Морф.\nПримечание: Навыки камуфялжа при саботаже связи и навыки Камуфляжера могут накладываться друг на друга.\nНавык будет недействителен, если во время навыка Камуфляжера начнётся встреча.","(偽裝者陣營):\n隱蔽者變形之後會讓所有人變成小灰人，這個狀態下大家都看起來一模一樣。\n請注意: 1. 通訊破壞小灰人效果可以跟隱蔽者技能並存。\n2. 當進入會議時隱蔽者技能失效。","(内鬼阵营):\n隐蔽者变形后会让所有人变成小黑人，这个状态下所有人都看起来得一模一样。隐蔽者恢复变形后技能失效。请注意：通讯破坏小黑人与隐蔽者的技能可以叠加。请注意：隐蔽者发动技能期间召开会议则技能失效。"
"EraserInfoLong","(内鬼阵营):\n抹除者可以在会议上投票给任意船员阵营目标以抹除目标的职业技能，抹除将在会议结束后生效。请注意：被抹除技能的玩家将被永远视为白板，包括游戏结算页面。","(Impostors):\nEraser can vote for any crew target at the meeting to erase the target's roles, and the erasure will take effect after the meeting ends. Note: Players whose skills are erased will always be considered a vanilla role, including the game result page.","(Предатель):\nСтирачка может проголосовать за любого Члена Экипажа на собрании, чтобы стереть навыки цели, и удаление вступит в силу после собрания. Пожалуйста, обратите внимание: Игроки со стертыми навыками всегда будут рассматриваться как Члены Экипажа, включая результат игры","(偽裝者陣營):\n抹除者可以通過在會議上投票給某位玩家以抹除他的職業，抹除技能將在會議結束後生效\n請注意: 被抹除身分的玩家將永遠被視為普通船員，包括遊戲遊戲結算頁面。","(内鬼阵营):\n抹除者可以在会议上投票给任意船员阵营目标以抹除目标的职业技能，抹除将在会议结束后生效。请注意：被抹除技能的玩家将被永远视为白板，包括游戏结算页面。"
"OverKillerInfoLong","(内鬼阵营):\n肢解者击杀（包括被动击杀）的目标会出现多具尸体，以至于报告尸体时无法准确分辨其他受害者。请注意：因实现原理，被击杀的目标不得不重复地显示自己被击杀的动画，此动画无法跳过且期间无法正常参与会议。此外，若肢解者肢解了复仇者，则复仇者会因愤怒带走全场所有人。","(Impostors):\nButcher kills (including passive kills) have multiple dead bodies on targets, making it impossible to accurately identify other dead body when reporting. Note: Due to the principle of implementation, the killed target has to repeatedly display the animation of being killed. This animation cannot be skipped and cannot participate in the meeting normally during this period. In addition, if the Butcher kills the Avenger, the Avenger will revenges everyone in anger.","(Предатель):\nЦель, убитая Мясником, будет рассматриваться как множество трупов, так что другие трупы не могут быть показаны при сообщении о мёртвых. Пожалуйста, обратите внимание: Убитая цель может неоднократно отображать анимацию своего убийства. Эта анимация не может быть пропущена и не может участвовать во встрече в течение периода. Вы должны дождаться окончания анимации, прежде чем сможете нормально участвовать в игре.","(偽裝者陣營):\n當肢解者殺人(包括被術士、傀儡師操控等) 時，被殺的目標將會同時出現多具屍體，以至於無法分辨該輪其他的受害者。\n請注意: 因實現原理，被肢解者殺死的人將會不停顯示自己被殺死的動畫，此動畫無法跳過，且該期間內無法參與會議，此外，如果肢解者殺死了復仇者，復仇者則會因為憤怒而帶走全場所有人。","(内鬼阵营):\n肢解者击杀（包括被动击杀）的目标会出现多具尸体，以至于报告尸体时无法准确分辨其他受害者。请注意：因实现原理，被击杀的目标不得不重复地显示自己被击杀的动画，此动画无法跳过且期间无法正常参与会议。此外，若肢解者肢解了复仇者，则复仇者会因愤怒带走全场所有人。"
"HangmanInfoLong","(内鬼阵营):\n刽子手在变形期间的击杀方式为绞杀，绞杀无视目标的任何状态例如医生的护盾、保镖的守护、大明星的技能等，被绞杀的玩家不会留下尸体，也不会触发其任何技能例如老兵反杀、幸运儿挡伤等（包括附加职业），此外，灵媒也不会得到提示。","(Impostors):\nThe killing method of the Hangman during the shapeshifting is strangling. Strangling ignores any status of the target, such as the shield of the Medic, the protection of the Bodyguard, the skills of the Super Star, etc. The strangled player will not leave a dead body, nor will it trigger any of its skills. For example, Veteran kill back, Luckey stay alive, etc. (including additional roles), in addition, Seer will not be prompted.","(Предатель):\nВешатель убивает игроков, душа их. Удушение игнорирует любой вид защиты, такой как щит Медика, защита Телохранителя и тд. Игрок, которого задушили, не оставит тела и не активирует ни одну из способностей, таких как самозащита Ветерана, удача Удачника. Не появляется для Экстрасенса.","(偽裝者陣營):\n劊子手在變形時的殺人方式為絞殺，絞殺下將會無視任何一切可保護受害者不死亡的職業、附加效果和附加職業等等，例如軍醫的護盾、保鑣同歸於盡、大明星的技能，此外被動技能也不會生效，例如老兵反殺，幸運兒擋傷等等，被絞殺的玩家將不會留下屍體，並且也不會顯示被殺動畫。此外，由於不會留下屍體，因此靈媒也會不會收到任何提示。","(内鬼阵营):\n刽子手在变形期间的击杀方式为绞杀，绞杀无视目标的任何状态例如医生的护盾、保镖的守护、大明星的技能等，被绞杀的玩家不会留下尸体，也不会触发其任何技能例如老兵反杀、幸运儿挡伤等（包括附加职业），此外，灵媒也不会得到提示。"
"SwooperInfoLong","(内鬼阵营):\n隐匿者无法正常使用管道。但可以通过跳管进入隐身状态，再次跳管则取消隐身状态。","(Impostors):\nThe Swooper can Vent to temporarily turn invisible and vent again to cancel their invisibility phase. This means the Swooper can never vent normally, even when swooping is on cooldown. (Note: The game will forcibly make you turn visible when the swoop duration ends, no matter if you vent or not.)","(Предатель):\nНевидимка не может пользоваться вентиляцией. Прыгнув в вентиляцию, Невидимку выпихивает и делает невидимым на определённое время.","(偽裝者陣營):\n隱身人可以通過進入管道來隱身，在隱身情況下，除了自己以外其他人都看不到隱身人的存在。(包括幽靈)\n請注意: 由於技能是使用管道來觸發，因此隱身人無法正常使用管道。",""
"CrewpostorInfoLong","(内鬼阵营):\n船鬼拥有任务，每当船鬼完成任务时，距离船鬼最近的玩家就会死亡。","(Team Impostor):\nYou kill the nearest player whenever you complete a task.","(Команда предателей):\nКогда Двуликий выполнит одно задание, он убивает самого ближайшего к нему игрока.","(偽裝者陣營):\n船鬼可以通過做任務來殺人，每當船鬼完成任務時，距離船鬼最近的玩家就會死亡。",""
"WildlingInfoLong","(内鬼阵营):\n野人可以变形但不能跳管，当你杀戮时，你会暂时免疫攻击（跟嗜血骑士一样）","(Impostors):\nAs the Wildling, you can shapeshift but lack the ability to vent.\nWhen you kill, you temporarily become immune to attacks.","(Предатель):\nОдичалый может морфиться, но у вас нет возможности вернуться в свой облик.\nКогда он убивает кого то, он временно становится невосприимчивы к атакам.","",""
"TricksterInfoLong","(内鬼阵营):\n魔术师跟普通内鬼一样，不过你被视为船员（法官无法杀死你。死神看你是友善的。告密者不能找你等）","(Impostors):\nAs the Trickster, you function as a regular Impostor but with one key difference.\nYou appear crewmate to crewmate roles.\n\nThe Sheriff cannot kill you.\nPsychic does not see you as evil.\nSnitch cannot find you.","(Предатель):\nТрюкач действует как обычный Предатель, но с одним отличием.\nВы для Членов Экипажей кажетесь как роль Член Экипажа.\n\nШериф не сможет вас убить.\nУ Экстрасенса ваш ник не подсвечивается.\nСтукач не сможет вас определить","",""
"VindicatorInfoLong","(内鬼阵营):\n卫道士有额外票数像市长一样（票数根据房主设定）","(Impostors):\nAs the Vindicator, you have extra votes like a Mayor.","(Предатель):\nУ Продажного есть дополнительные голоса, прямо как у мэра.","",""
"ParasiteInfoLong","(内鬼阵营):\n寄生虫不会知道其他内鬼，其他内鬼也不会知道寄生虫","(Team Impostor):\nAs the Parasite, you are an Impostor that does not know the other Impostors.\n\nYou may kill, vent, sabotage, whatever.\nJust know that you are an Impostor.","(Предатель):\nПаразит явялется Предателем, который не знает ктоя явялется Предателем.\n\nОн может убивать, вентоваться, саботажить и делать что угодно.\nПросто знайте, что вы Предатель","",""
"DisperserInfoLong","(内鬼阵营):\n分散者可以使用变形转移将所有玩家传送到随机通风口.\n注意：分散者本身不会被变形传送，处于通风口的玩家也不能被传送","(Impostors):\nDisperser can use Shapeshift to teleport all players to random vents.\nNote: the Disperser itself will not be teleported with shapeshift and players who are in the vent cannot be teleported.","(Предатель):\nРазбрасыватель может с помощью Морфлинга телепортировать всех игроков в случайные вентиляции.\nПримечание: Сам Разбрасыватель не будет телепортирован когда он использует морф и игроки которые находятся в вентиляции не могут быть телепортированы.","",""
"InhibitorInfoLong","(内鬼阵营):\n抑郁者在没有破坏的情况下杀人\n如果有重大破坏（如灯光或反应堆），则不能击杀","(Impostors):\nAs the Inhibitor, you can only kill when there is not a critical sabotage active.\n\nIf a critical sabotage is active (eg Lights or Reactor), you cannot kill.","(Предатель):\nТугодум не может убивать только тогда, когда работает один из критических саботажей.\n\nЕсли активен критический саботаж (например, Свет или Реактор), вы не можете убивать","",""
"SaboteurInfoLong","(内鬼阵营):\n破坏者在有重大破坏的情况下击杀\n如果有严重的破坏活动（如通信或氧气），你就可以击杀","(Impostors):\nAs the Saboteur, you can only kill when there is a critical sabotage active.\n\nIf a critical sabotage is active (eg Comms or O2), then you can kill.","(Предатель):\nИграя за Cаботажника, вы можете убивать только при активном критическом саботаже (например, связь или O2)","",""
"CouncillorInfoLong","(内鬼阵营):\n议员可以像法官一样在会议上审判玩家\n议员的击杀称为谋杀\n谋杀指令/tl [玩家 id]\n你可以在玩家名字前看到玩家的id,或使用 /id 查看所有玩家id的命令","(Impostors):\nAs the Councillor, you can kill players during a meeting like a Judge.\nWhen killing in a meeting, those kills will appear as a trial from a Judge.\n\nThe kill command is /tl [player id]\nYou can see the player's id before the player's name, or use the /id command to view the id of all players.","(Предатель):\nКак Взяточник, вы можете убивать игроков во время встречи.\nПри убийстве на встрече эти убийства отображаются как убийство Судьи.\n\nКоманда убийства: /tl [номер игрока]\nВы можете видеть номер игрока перед именем игрока или используйте команду /id для просмотра номеров всех игроков","",""
"DazzlerInfoLong","(内鬼阵营):\n眩晕者可以永久地减少变形目标的视野\n当你被驱逐或死亡后，则你变形目标的视野会恢复正常","(Impostors):\nAs the Dazzler, you can reduce the vision of the target of your Shapeshift permanently. When you die, their vision will turn back to normal.","(Предатель):\nОслепитель может навсегда уменьшить дальность обзора цели выбранного при помощи Морфа. Когда вы умрете, их зрение вернется к норме.","",""
"DeathpactInfoLong","(内鬼阵营):\n死亡契约变形后的目标会被标记为死亡契约\n当有足够的玩家被标记为死亡契约\n被标记的玩家必须在规定的时间内会面；\n他们不这样做，就会暴毙死亡\n当被标记的玩家在死亡契约完成之前死亡，则该契约将被撤销","(Impostors):\nAs the Deathpact, the targets of your shapeshifting are marked for a deathpact.\nIf enough players are marked for a death pact, the marked players must meet within a defined period of time; if they fail to do so, they die.\nIf a marked player dies before the death pact is completed, the pact is withdrawn.","(Предатель):\nЦель выбранная с помощью морфа помечаются для заключения договора о смерти.\nЕсли для заключения договора о смерти отмечено достаточное количество игроков, отмеченные игроки должны встретиться в течение определенного периода времени; если они этого не сделают, они умрут.\nЕсли отмеченный игрок умрет до того, как договор о смерти будет выполнен, договор будет отозван.","",""
"DevourerInfoLong","(内鬼阵营):\n吞噬者可以使用变形永久改变目标的外观\n当每个玩家的出场时间发生变化时，你的击杀冷却时间会减少一定的秒数\n当吞噬者死亡或驱逐,目标玩家的外观将变回正常外观","(Impostors):\nAs the Devourer, you use your shapeshift to permanently change the appearance of the target of the shapeshift. Additionally, for each player's appearance changed, your kill cooldown is reduced by a defined number of seconds. If the Devourer dies or gets voted out during a meeting, the player's appearance will change back to their normal appearance.","(Предатель):\nПожиратель при ипользовании морфа изменяет внешний вид его цели. Кроме того, при изменении внешности каждого игрока откат убийства сокращается на определенное количество секунд. Если Пожиратель умирает или он будет изгнан во время встречи, внешний вид игроков возвращается к его обычному виду.","",""
"MorphlingInfoLong","(内鬼阵营):\n化形者必须在变形时击杀","(Impostors):\nAs the Morphling, you are a Shapeshifter but cannot kill while not shapeshift.","(Предатель):\nМорфлинг может убивать только во время Морфа","",""
"TwisterInfoLong","(内鬼阵营):\n龙卷风可以使用变形来随机交换所有玩家的位置\n交换会发生两次，一次是当龙卷风开始变形时，另一次是龙卷风恢复到原来的样子时\n龙卷风本身不会与任何人交换位置，处于通风口的玩家也无法传送","(Impostors):\nAs the Twister, you can use shape-shifting to randomly swap the position of all players. The swap happens twice, once when you start your shape shift and once when you return to your original appearance.\nThe Twister itself will not swap places with anyone and players who are in vents cannot be teleported.","(Предатель):\nТвистер может морфиться, чтобы случайным образом поменять местами всех игроков. Обмен происходит дважды: один раз, когда вы начинаете морфиться, и второй раз, когда вы возвращаетесь к своему первоначальному облику.\nСам Твистер не будет телепортируется, а игроки находящиеся в вентиляции не могут быть телепортированы.","",""
"LurkerInfoLong","(内鬼阵营):\n潜伏者可以跳进通风口以减少一定的冷却时间\n击杀后，你的冷却时间会被重置","(Impostors):\nAs the Lurker, you can jump into a vent to reduce your cooldown by a certain number of seconds. After you kill, your cooldown is reset to its original value.","(Предатель):\nСкрытень может прыгнуть в вентиляцию чтобы сократить откат убийства на определенное количество секунд. После того, как он убьёт, откат сбрасывается до исходного значения.","",""
"ConvictInfoLong","(内鬼阵营):\n罪犯最初是一名刽子手或律师\n罪犯的目标是击杀内鬼，为内鬼工作","(Madmates):\nAs the Convict, you originally were an Executioner or Lawyer.\nYour target had been killed and now you work for the Impostors.","(Безумец):\nОсужденный изначально был Палачом или Адвокатом.\nВаша цель была убита, и теперь вы работаете на Предателей.","",""
"VisionaryInfoLong","(内鬼阵营):\n幻想家可以在会议上看见每个玩家的阵营:\n红星为内鬼、蓝名为船员、灰名为中立","(Impostors):\nAs the Visionary, you see the alignments of living players during a meeting.\nThe following info will be displayed on the player.:\n- The Red name indicates the Impostors.\n- The Cyan name indicates the Crewmates.\n- The Gray name indicates the Neutrals.","","",""
"RefugeeInfoLong","（叛徒职业):\n逃亡者显示为失忆者，但是你知道所有内鬼。帮助内鬼杀死所有人。","(Madmates):\nAs the Refugee, you were an Amnesiac who remembered an Impostor role.\n\nHelp the Impostors kill the crewmates.","","",""
"UnderdogInfoLong","(内鬼阵营):\n失败者只能在人数等同于房主设置的人数时才能击杀。","(Impostors):\nAs the Underdog, your kill cooldown is longer until there's a certain amount of players alive.\nAfter that, your cooldown is shorter.","","",""
"EvilDivinerInfoLong","","(Impostors):\nAs the Consigliere, you can reveal the roles of other players using your kill button.\n\nSingle click: Reveal role\nDouble click: Kill\n\nIf you run out of reveal uses, your kill button functions normally.","","",""

"# 船员阵营 / Crewmates descriptions"
"LuckeyInfoLong","(船员阵营):\n幸运儿被击杀时，有概率抵挡这次死亡，具体概率根据房主设定。抵挡生效时凶手会看到幸运儿的身上出现护盾破碎的效果，但幸运儿自己什么都不会知道。","(Crewmates):\nWhen a player attempts to kill the Luckey, there is a probability for the Luckey to evade the kill, and the specific probability is set by the host. When the evasion takes effect, the killer will see the shield-animation on Luckey's body, but Luckey themselves will not know anything.","(Член Экипажа):\nУ Удачника будет возникать определенная вероятность того, что Убийца не сможет убить Удачника, вероятность устанавливается в зависимости от настроек Хоста. Убийца увидит эффект разрушения щита ангела на теле Удачника, но сам Удачник при этом ничего не узнает.","(船員陣營):\n幸運兒被嘗試殺死時，有機率抵擋這次死亡，具體機率依房主設定。抵擋生效時兇手會看到幸運兒身上出現盾牌破碎的效果，但幸運兒自己甚麼都不知道。此外，如果幸運兒被劊子手絞殺，那麼技能將不會生效。","(船员阵营):\n幸运儿被击杀时，有概率抵挡这次死亡，具体概率根据房主设定。抵挡生效时凶手会看到幸运儿的身上出现护盾破碎的效果，但幸运儿自己什么都不会知道。"
"NeedyInfoLong","(船员阵营):\n摆烂人只有一个任务。另外，懒得要死的摆烂人并不会参与那些繁琐的事情，比如当黑客的替罪羊、给术士或者傀儡师办事之类的。摆烂人也不会拥有附加职业。","(Crewmates):\nLazy Guy has only one task In addition, Impostor's abilities can't affect the Lazy Guy, such as being a scapegoat for the Anonymous, marked by a Warlock or Puppeteer, and more. Lazy Guy will not have any add-ons.","(Член Экипажа):\nУ него есть только одно задание. Кроме того Ленивому Парню которому слишком лень умирать, не будет участвовать в утомительных вещах, таких как: быть тем кто зарепортит труп для Хакера, не станет работать на Колдуна или на Кукловода и т.д. \nЛенивый Парень никогда не станет Любовником или Нептуном.","(船員陣營):\n擺爛人只會有一個任務，並且擺爛人並不會當駭客的替罪羊，或是被術士借刀殺人，甚至是被傀儡師操控等等都不會發生。\n請注意: 當擺爛人被抹除之後，由於職業轉換為普通船員，因此駭客、術士或傀儡師可以再次對他使用技能。","(船员阵营):\n摆烂人只有一个任务。另外，懒得要死的摆烂人并不会参与那些繁琐的事情，比如当黑客的替罪羊、给术士或者傀儡师办事之类的。摆烂人也不会拥有附加职业。"
"SuperStarInfoLong","(船员阵营):\n明星的名字旁会有星星的标识，所以大家都知道谁是大明星。只有凶手与大明星独处的时候才可以击杀大明星（仅限常规击杀）。此外，大明星不会参与赌博这种事情哦。（无法被赌怪猜测）","(Crewmates):\nThere will be a star logo next to the Super Star's name, so everyone knows who the Super Star is. The Super Star can only be killed when the Murderer is alone with the Super Star (regular kills only). In addition, the Super Star cannot be guessed by Guessers.","(Член Экипажа):\nРядом с никнеймом Супер Звезды будет логотип звезды(★), чтобы все знали, кто является Супер Звездой. Кроме того Супер Звезду не смогут угадать все Угадывающие роли. (Сами Угадыватели не будут умирать если попытается угадать Супер Звезду)"," (船員陣營):\n大明星的名字旁會有星星標誌，並且所有玩家都可以看到，所以大家都知道誰是大明星，大明星必須跟兇手獨處時兇手才可以殺死，此外，大明星無法被賭怪賭死喔。","(船员阵营):\n明星的名字旁会有星星的标识，所以大家都知道谁是大明星。只有凶手与大明星独处的时候才可以击杀大明星（仅限常规击杀）。此外，大明星不会参与赌博这种事情哦。（无法被赌怪猜测）"
"CyberStarInfoLong","(船员阵营):\n网红死亡时所有船员会看到杀戮闪烁（和灵媒看到的杀戮闪烁一样）并在下次会议时收到新闻报告，而内鬼则全程什么都不知道。","(Crewmates):\nAll Crewmates see the kill-flash when the Celebrity dies (same as the Seer sees the kill-flash) and get a notice at the next meeting. The Impostors don't know anything about this.","(Член Экипажа):\nКогда Знаменитость умрёт, все игроки (или в зависимости от настроек только Члены Экипажа) увидят ''Вспышку Убийства'' и получат новостное сообщение на следующей встрече что Знаменитость умерла, в то время как Предатели и Нейтралы ничего не узнают об этом событии (Так же зависит от настроек).","(船員陣營):\n網紅被殺死時所有船員陣營的玩家都會看到螢幕閃一下作為提醒，並且開會時會收到通知，而偽裝者陣營的玩家則全程都不知道發生了什麼，此外根據房主設定，中立可能不知道網紅被殺的消息。","(船员阵营):\n网红死亡时所有船员会看到杀戮闪烁（和灵媒看到的杀戮闪烁一样）并在下次会议时收到新闻报告，而内鬼则全程什么都不知道。"
"DemolitionistInfoLong","","(Crewmates):\nWhen you get killed by someone, that person has 5 seconds to enter a vent, or else they suicide.","","",""
"TaskManagerInfoLong","","(Crewmates):\nYou see the total number of tasks completed (by everyone all together) next to your role name, which updates in real time.","","",""
"NiceEraserInfoLong","","(Crewmates):\nYou can erase the role of the person you vote. Their role will be reset to the basis of that role after this meeting. This has limited number of uses.","","",""
"MayorInfoLong","(船员阵营):\n市长再投票时一票算作多票。此外根据房主设置，市长还可能拥有跳通风管道触发紧急会议的技能。","(Crewmates):\nWhen the Mayor votes, one vote counts as multiple votes. In addition, depending on the settings of the host, the Mayor may also have the ability to vent to trigger an emergency meeting.","(Член Экипажа):\nМэр можете иметь несколько голосов на собрании, и проголосовать за любого игрока этими доп. голосами или \nпросто отдать все голоса в скип.","(船員陣營):\n市長在投票時一票算做多票，此外根據房主設定，市長可能可以跳管道來召開緊急會議。","(船员阵营):\n市长再投票时一票算作多票。此外根据房主设置，市长还可能拥有跳通风管道触发紧急会议的技能。"
"ParanoiaInfoLong","(船员阵营):\n被害妄想症使用通风管后会幻想出一个尸体并报告，实际上并不会死人，但的确可以召开会议。","(Crewmates):\nParanoid can call a meeting by venting. The report animation will show a dead body with Paranoid's color, but the Paranoid is not actually dead.","(Член Экипажа):\nПараноик будет фантазировать о трупе и созывать срочное собрание при использовании вентиляции. Но на самом деле, никакого трупа нет, но всё равно может провести срочное собрание.","(船員陣營):\n被害妄想症跳管道後會幻想出一個假屍體並報告，實際上並不會死人，但的確可以召開會議。","(船员阵营):\n被害妄想症使用通风管后会幻想出一个尸体并报告，实际上并不会死人，但的确可以召开会议。"
